,idk,number,adress,zipcode,city,idk3,lat,long
8461,77271B004G-12,12,La Cailleterie,77570,Maisoncelles-en-Gâtinais,CAD,48.169281,2.607361
8464,77297B009Z-10,10,La Cailleterie,77570,Mondreville,CAD,48.1687,2.607959
8465,77297B009Z-1,1,La Cailleterie,77570,Mondreville,CAD,48.16825,2.609604
8470,77110B063W-8,8,Tremainville,77570,Chenou,CAD,48.156791999999996,2.6325790000000002
8471,77110B063W-4,4,Tremainville,77570,Chenou,CAD,48.157071,2.633352
8473,771100060L-7,7,Rue de Saint-Marc,77570,Chenou,C+O,48.170532,2.650236
8474,771100040P-18,18,Rue de la Mairie,77570,Chenou,C+O,48.164095,2.656375
8476,771100045V-5,5,Impasse des Ouches,77570,Chenou,C+O,48.163543,2.658468
8477,771100065S-4,4,Rue Saint-Pierre,77570,Chenou,C+O,48.157368,2.664217
8478,770990960M-209,209,Ham de Mezinville,77570,Château-Landon,CAD,48.157553,2.667666
8479,770990960M-144,144,Ham de Mezinville,77570,Château-Landon,CAD,48.157540000000004,2.6720200000000003
8480,770990960M-66,66,Ham de Mezinville,77570,Château-Landon,CAD,48.157243,2.676647
8483,770990830W-11,11,Rue des Longs Réages,77570,Château-Landon,C+O,48.157695000000004,2.693559
8486,770990690U-18,18,Rue Hetzel,77570,Château-Landon,CAD,48.157283,2.709044
8489,77099B142E-6523,6523,Le Petit Chemin,77570,Château-Landon,CAD,48.161519,2.725868
8491,770991000F-5971,5971,Ham de Mocpoix,77570,Château-Landon,CAD,48.160779,2.72784
8492,770991000F-5994,5994,Ham de Mocpoix,77570,Château-Landon,CAD,48.160538,2.731593
8493,770990868M-178,178,Rue de la Louvetière,77570,Château-Landon,C+O,48.160764,2.7362490000000004
8494,77099B026D-6072,6072,Les Bressieres,77570,Château-Landon,CAD,48.160154,2.73949
8495,770990380G-6402,6402,Ecluse de Neronville,77570,Château-Landon,CAD,48.157553,2.745136
8496,774580050M-9003,9003,Ham de Cercanceau,77460,Souppes-sur-Loing,CAD,48.163146999999995,2.750953
8497,774580050M-9002,9002,Ham de Cercanceau,77460,Souppes-sur-Loing,CAD,48.163113,2.753351
8500,774580038Z-1,1,Ham des Bois des Haies,77460,Souppes-sur-Loing,CAD,48.163358,2.769777
8511,77050B055Y-4,4,Les Grandes Bordes,77620,Bransles,CAD,48.158305,2.819065
8512,77050B076W-10,10,Les Petites Bordes,77620,Bransles,CAD,48.158206,2.8253060000000003
8513,77050B076W-2,2,Les Petites Bordes,77620,Bransles,CAD,48.157899,2.827172
8516,77050B064H-4,4,Mignonville,77620,Bransles,CAD,48.156126,2.845026
8526,771680055D-40,40,Rue du Bois des Places,77620,Égreville,C+O,48.167352,2.883032
8530,77168B012N-5583,5583,Bouttecourt,77620,Égreville,CAD,48.161603,2.905586
8546,77489B031N-5070,5070,Ferme des Arbaudes,77710,Vaux-sur-Lunain,CAD,48.20378,2.96455
8905,77009B075Y-5001,5001,Les Rayons,77890,Arville,CAD,48.172554999999996,2.539332
8907,77009B075Y-5002,5002,Les Rayons,77890,Arville,CAD,48.172086,2.543516
8911,77009B075Y-5007,5007,Les Rayons,77890,Arville,CAD,48.168431,2.5629459999999997
8921,77297B009Z-3,3,La Cailleterie,77570,Mondreville,CAD,48.168422,2.608964
8932,771100040P-2,2,Rue de la Mairie,77570,Chenou,C+O,48.165636,2.658705
8933,771100020T-11,11,Rue de l'Église,77570,Chenou,C+O,48.166178,2.661637
8934,77110B051H-7,7,Le Mesnil,77570,Chenou,C+O,48.167716999999996,2.671383
8935,77110B051H-2,2,Le Mesnil,77570,Chenou,C+O,48.166235,2.672093
8936,77110B051H-4,4,Le Mesnil,77570,Chenou,C+O,48.166579999999996,2.672227
8943,77099B057M-5919,5919,Le Clos de la Mi Voie,77570,Château-Landon,CAD,48.170361,2.7147
8944,77099B117C-7,7,La Mie Voie,77570,Château-Landon,CAD,48.169092,2.715622
8945,77099B117C-3,3,La Mie Voie,77570,Château-Landon,CAD,48.169144,2.7161779999999998
8948,770990640P-143,143,Ham de Grands Moulins,77570,Château-Landon,CAD,48.165514,2.735075
8949,770990640P-121,121,Ham de Grands Moulins,77570,Château-Landon,CAD,48.165127000000005,2.735821
8950,774580163K-7,7,Ham du Moulin à Foulon,77460,Souppes-sur-Loing,CAD,48.165509,2.740541
8951,774580163K-9,9,Ham du Moulin à Foulon,77460,Souppes-sur-Loing,CAD,48.164967,2.741899
8953,774580155B-54,54,Rue de Montargis,77460,Souppes-sur-Loing,CAD,48.166651,2.7544
8954,774580030R-7,7,Rue du Bois des Loges,77460,Souppes-sur-Loing,CAD,48.166731,2.75952
8955,774580030R-12,12,Rue du Bois des Loges,77460,Souppes-sur-Loing,CAD,48.167006,2.762673
8957,774580038Z-17,17,Ham des Bois des Haies,77460,Souppes-sur-Loing,CAD,48.163462,2.773039
8971,770710043M-14,14,Rue de la Bonne Idée,77460,Chaintreaux,C+O,48.174981,2.8341
8976,771680240E-83,83,Rue Edmond Hubert,77620,Égreville,C+O,48.177504,2.863372
8979,771680521K-13,13,Rue des Menins,77620,Égreville,C+O,48.165634000000004,2.873605
8980,771680085L-10,10,Chemin des Bouzard,77620,Égreville,C+O,48.167215,2.877036
8982,771680055D-41,41,Rue du Bois des Places,77620,Égreville,C+O,48.167995,2.883772
8983,771680442Z-4,4,Rue Lunain,77620,Égreville,CAD,48.16921,2.896226
8987,771680447E-6,6,Route des Mares,77620,Égreville,C+O,48.162044,2.9086830000000004
9372,77009B030Z-5023,5023,Ferme de Laurecourt,77890,Arville,CAD,48.177443,2.569658
9373,770110052H-39,39,Rue du Dix Neuf Mars 1962,77570,Aufferville,C+O,48.187139,2.590896
9377,77271B004G-4,4,La Cailleterie,77570,Maisoncelles-en-Gâtinais,CAD,48.169264,2.607907
9387,771100070X-1,1,Rue des Tilleuls,77570,Chenou,C+O,48.170066,2.651938
9388,77110B053K-4,4,Le Mousseau,77570,Chenou,CAD,48.167721,2.6565119999999998
9391,77110B051H-20,20,Le Mesnil,77570,Chenou,C+O,48.1685,2.672401
9396,77099B040U-5916,5916,Chancepoix,77570,Château-Landon,CAD,48.175270000000005,2.705027
9403,77099B016T-5950,5950,Bois des Claudons,77570,Château-Landon,CAD,48.169499,2.7324490000000003
9405,77458B168X-9006,9006,Les Pres Longs,77460,Souppes-sur-Loing,CAD,48.168671,2.735999
9406,774580107Z-113,113,Rue Grande Varennes,77460,Souppes-sur-Loing,OSM,48.171119,2.739265
9407,774580155B-12B,12BIS,Rue de Montargis,77460,Souppes-sur-Loing,CAD,48.171948,2.748147
9408,774580155B-30B,30BIS,Rue de Montargis,77460,Souppes-sur-Loing,CAD,48.170128999999996,2.750237
9409,774580155B-35,35,Rue de Montargis,77460,Souppes-sur-Loing,CAD,48.169503999999996,2.752243
9410,774580139J-10,10,Rue du Marais Brule,77460,Souppes-sur-Loing,CAD,48.169204,2.7592529999999997
9411,774580044F-12,12,Rue de Ceriseaux,77460,Souppes-sur-Loing,CAD,48.169965000000005,2.7636220000000002
9417,770710715T-2,2,Rue du Maquis,77460,Chaintreaux,C+O,48.179415000000006,2.798089
9418,770710715T-10,10,Rue du Maquis,77460,Chaintreaux,C+O,48.179111,2.7985189999999998
9419,770710715T-24B,24BIS,Rue du Maquis,77460,Chaintreaux,C+O,48.178796999999996,2.79968
9420,770710715T-24,24,Rue du Maquis,77460,Chaintreaux,C+O,48.178866,2.79995
9421,770710715T-17,17,Rue du Maquis,77460,Chaintreaux,C+O,48.179792,2.801607
9424,770711155W-13,13,Rue des Sablons,77460,Chaintreaux,C+O,48.177471000000004,2.829374
9425,770711155W-11,11,Rue des Sablons,77460,Chaintreaux,C+O,48.176718,2.830979
9428,770710043M-5,5,Rue de la Bonne Idée,77460,Chaintreaux,C+O,48.175492,2.835172
9433,771680240E-61,61,Rue Edmond Hubert,77620,Égreville,C+O,48.17625,2.8664650000000003
9434,771680283B-31,31,Rue Georges Frebault,77620,Égreville,C+O,48.169492,2.8724279999999998
9435,771680113S-3,3,Rue de Chevry,77620,Égreville,C+O,48.169522,2.8732130000000002
9436,771680778P-19,19,Rue Traversière,77620,Égreville,C+O,48.169703999999996,2.877704
9437,771680179N-22B,22BIS,Rue du Crimeau,77620,Égreville,C+O,48.169982,2.882535
9438,771680179N-4,4,Rue du Crimeau,77620,Égreville,C+O,48.168325,2.883671
9441,771680386N-5262B,5262B,Route de Jouy,77620,Égreville,C+O,48.174251,2.900894
9443,771680680H-5566,5566,Ham du Ruth,77620,Égreville,CAD,48.170246,2.9133299999999998
9445,771680386N-39,39,Route de Jouy,77620,Égreville,C+O,48.170945,2.915036
9768,77046B050K-5202,5202,Les Quinselons,77760,Boulancourt,CAD,48.262246999999995,2.423447
9814,772070020W-1,1,Route de Beaumont,77890,Gironville,C+O,48.182503999999994,2.528323
9830,770110052H-40,40,Rue du Dix Neuf Mars 1962,77570,Aufferville,C+O,48.18712,2.591858
9831,77271B004G-14,14,La Cailleterie,77570,Maisoncelles-en-Gâtinais,CAD,48.169429,2.6074450000000002
9834,77271B004G-2,2,La Cailleterie,77570,Maisoncelles-en-Gâtinais,CAD,48.168985,2.6088400000000003
9836,772710053D-39,39,Rue de la Tour,77570,Maisoncelles-en-Gâtinais,CAD,48.1856,2.624603
9837,77271B031L-44,44,Le Petit Maisoncelles,77570,Maisoncelles-en-Gâtinais,CAD,48.183331,2.631493
9838,77271B031L-45,45,Le Petit Maisoncelles,77570,Maisoncelles-en-Gâtinais,CAD,48.183139000000004,2.631935
9839,77271B031L-46,46,Le Petit Maisoncelles,77570,Maisoncelles-en-Gâtinais,CAD,48.183161,2.6323220000000003
9840,771100070X-17,17,Rue des Tilleuls,77570,Chenou,C+O,48.173228,2.650548
9843,771100070X-26,26,Rue des Tilleuls,77570,Chenou,C+O,48.173889,2.651443
9844,771100070X-18B,18BIS,Rue des Tilleuls,77570,Chenou,C+O,48.172498,2.652011
9846,77110B051H-11,11,Le Mesnil,77570,Chenou,C+O,48.168193,2.671813
9849,770450145L-49,49,Rue des Frigalet,77570,Bougligny,C+O,48.183153000000004,2.678711
9850,770450145L-58,58,Rue des Frigalet,77570,Bougligny,C+O,48.183296,2.679206
9851,774580158E-1,1,Rue de Mormant Besigny,77460,Souppes-sur-Loing,CAD,48.181000000000004,2.7033
9855,774580034V-9001,9001,Bois de Sainfoin,77460,Souppes-sur-Loing,CAD,48.177176,2.7067799999999997
9858,774580098P-9002,9002,Ham du Four à Chaux,77460,Souppes-sur-Loing,CAD,48.179169,2.723184
9859,77458B040H-9006,9006,Le Camp,77460,Souppes-sur-Loing,CAD,48.178283,2.725685
9860,774580213P-9015,9015,Ham les Secherons,77460,Souppes-sur-Loing,CAD,48.173066,2.731445
9861,774580107Z-27,27,Rue Grande Varennes,77460,Souppes-sur-Loing,OSM,48.174549,2.736192
9862,774580255K-38,38,Rue des Industries,77460,Souppes-sur-Loing,C+O,48.175529,2.7418150000000003
9863,774580155B-6,6,Rue de Montargis,77460,Souppes-sur-Loing,CAD,48.174451,2.745498
9864,774580241V-37,37,Rue du Panorama,77460,Souppes-sur-Loing,C+O,48.175381,2.749478
9865,774580155B-33,33,Rue de Montargis,77460,Souppes-sur-Loing,CAD,48.172943,2.7525560000000002
9866,774580139J-5,5,Rue du Marais Brule,77460,Souppes-sur-Loing,CAD,48.169511,2.760702
9868,774580005N-7,7,Ham de Bailly,77460,Souppes-sur-Loing,CAD,48.178102,2.769995
9869,774580005N-5,5,Ham de Bailly,77460,Souppes-sur-Loing,CAD,48.178183000000004,2.770469
9870,774580055T-5,5,Rue du Chem Vert Pt Ceriseaux,77460,Souppes-sur-Loing,CAD,48.178805,2.77673
9873,770710542E-2,2,Rue des Galaches,77460,Chaintreaux,C+O,48.179996,2.797527
9878,770711160B-20,20,Hameau de Sonville,77460,Chaintreaux,C+O,48.182988,2.821484
9879,770711160B-26,26,Hameau de Sonville,77460,Chaintreaux,C+O,48.182365000000004,2.822315
9880,770711175T-2D,2D,Rue Traversière,77460,Chaintreaux,C+O,48.178631,2.828528
9884,770711175T-36,36,Rue Traversière,77460,Chaintreaux,C+O,48.179243,2.837761
9886,771680720B-2,2,Ham des Soeurs,77620,Égreville,CAD,48.183484,2.856689
9887,771680227R-33,33,Rue Dufet Bourdelle,77620,Égreville,C+O,48.181154,2.8603549999999998
9889,771680240E-73,73,Rue Edmond Hubert,77620,Égreville,C+O,48.1769,2.8651299999999997
9890,771680100C-5038,5038,Cour du Chateau,77620,Égreville,CAD,48.17481,2.868904
9891,771680260B-49,49,Rue des Fossés,77620,Égreville,C+O,48.174578000000004,2.8733560000000002
9892,77168B026D-12,12,Le Chemin de Saint Marc,77620,Égreville,CAD,48.17494,2.87845
9893,771680040M-53,53,Route du Bignon,77620,Égreville,C+O,48.172225,2.882403
9895,77168B107S-5562,5562,Les Sept Arpents,77620,Égreville,CAD,48.173371,2.897738
9899,771680680H-5563,5563,Ham du Ruth,77620,Égreville,CAD,48.172296,2.91338
9900,771680680H-5567,5567,Ham du Ruth,77620,Égreville,CAD,48.172119,2.9145779999999997
9902,771680140W-5559,5559,Ferme du Cochon,77620,Égreville,CAD,48.179803,2.922911
9909,775000049D-13,13,Rue des Sablières,77710,Villebéon,C+O,48.196371,2.948557
10265,772070110U-28,28,Rue Grande,77890,Gironville,C+O,48.185016,2.5246470000000003
10270,772070030G-18,18,Rue du Chemin Creux,77890,Gironville,C+O,48.184447,2.525384
10273,772070116A-5000,5000,Ham de Pilvernier,77890,Gironville,CAD,48.183968,2.5299840000000002
10275,770090080X-16,16,Rue du Marteau,77890,Arville,C+O,48.185837,2.544524
10276,770090140M-1,1,Rue de la Rabatonnière,77890,Arville,C+O,48.186238,2.5472360000000003
10277,770090061B-1,1,Rue de la Grande Maison,77890,Arville,C+O,48.187375,2.5503080000000002
10296,77271B031L-49,49,Le Petit Maisoncelles,77570,Maisoncelles-en-Gâtinais,CAD,48.183559,2.632692
10301,770450205B-3,3,Chemin des Safrans,77570,Bougligny,CAD,48.184169,2.669476
10303,770450145L-13,13,Rue des Frigalet,77570,Bougligny,C+O,48.184195,2.673257
10304,770450145L-43,43,Rue des Frigalet,77570,Bougligny,C+O,48.183354,2.677635
10306,770450145L-62,62,Rue des Frigalet,77570,Bougligny,C+O,48.183694,2.6795720000000003
10308,774580094K-1,1,Rue des Fermes Besigny,77460,Souppes-sur-Loing,CAD,48.183118,2.702317
10312,77458B195B-9002,9002,La Sucrerie,77460,Souppes-sur-Loing,CAD,48.18189,2.718169
10315,774580213P-9014,9014,Ham les Secherons,77460,Souppes-sur-Loing,CAD,48.178511,2.7265490000000003
10316,774580210L-26,26,Rue des Varennes,77460,Souppes-sur-Loing,C+O,48.179275,2.7320990000000003
10317,774580255K-9001,9001,Rue des Industries,77460,Souppes-sur-Loing,C+O,48.179589,2.737216
10318,774580140K-2B,2BIS,Avenue du Maréchal Leclerc,77460,Souppes-sur-Loing,C+O,48.178982,2.7408490000000003
10319,774580070J-52,52,Route d'Egreville,77460,Souppes-sur-Loing,C+O,48.180157,2.745204
10320,774580195V-9,9,Rue de la Roche Beaulievre,77460,Souppes-sur-Loing,CAD,48.178728,2.749918
10321,774580070J-9056,9056,Route d'Egreville,77460,Souppes-sur-Loing,C+O,48.179767,2.754342
10322,774580070J-9045,9045,Route d'Egreville,77460,Souppes-sur-Loing,C+O,48.179773,2.7571689999999998
10323,774580064C-9,9,Rue la Croisiere Pt Ceriseaux,77460,Souppes-sur-Loing,CAD,48.178831,2.76919
10325,774580062A-12,12,Rue de Courtenay Pt Ceriseaux,77460,Souppes-sur-Loing,CAD,48.180849,2.773832
10329,770710542E-27,27,Rue des Galaches,77460,Chaintreaux,C+O,48.18197,2.796823
10334,770711160B-2,2,Hameau de Sonville,77460,Chaintreaux,C+O,48.186060999999995,2.818541
10336,770711160B-30,30,Hameau de Sonville,77460,Chaintreaux,C+O,48.182213,2.823397
10338,770711175T-11,11,Rue Traversière,77460,Chaintreaux,C+O,48.178802000000005,2.83193
10339,770711175T-30,30,Rue Traversière,77460,Chaintreaux,C+O,48.178799,2.8370040000000003
10341,770711175T-31,31,Rue Traversière,77460,Chaintreaux,C+O,48.179821000000004,2.837815
10342,771680720B-5471,5471,Ham des Soeurs,77620,Égreville,CAD,48.183811,2.856185
10345,771680240E-78,78,Rue Edmond Hubert,77620,Égreville,C+O,48.178518,2.864185
10346,771680095X-19,19,Rue du Champ de la Cave,77620,Égreville,C+O,48.179140000000004,2.868826
10347,771680440X-5180,5180,Route de Lorrez,77620,Égreville,CAD,48.178959000000006,2.87335
10348,77168B053H-5220,5220,Les Grandes Vignes,77620,Égreville,CAD,48.178746000000004,2.878079
10349,771680620T-42,42,Rue de la Poterne,77620,Égreville,C+O,48.178397,2.880487
10350,771680060J-5517,5517,Ham de la Borde,77620,Égreville,CAD,48.182379,2.891432
10351,77168B116B-1,1,Les Vignes Blanches,77620,Égreville,CAD,48.181847999999995,2.893025
10352,771680060J-2,2,Ham de la Borde,77620,Égreville,CAD,48.180731,2.895229
10354,771680083J-8,8,Route de la Borde,77620,Égreville,CAD,48.18412,2.9030270000000002
10355,77168B116B-9,9,Les Vignes Blanches,77620,Égreville,CAD,48.183133000000005,2.910777
10356,771680760V-14,14,Ham de Tancheres,77620,Égreville,CAD,48.182584000000006,2.9152139999999997
10357,771680760V-24,24,Ham de Tancheres,77620,Égreville,CAD,48.182442,2.918567
10688,770460165D-13,13,Allée du Moulin Foulon,77760,Boulancourt,OSM,48.257222999999996,2.428211
10692,770460165D-5,5,Allée du Moulin Foulon,77760,Boulancourt,C+O,48.256217,2.429344
10727,772070030G-14,14,Rue du Chemin Creux,77890,Gironville,C+O,48.184396,2.526232
10733,770090061B-3,3,Rue de la Grande Maison,77890,Arville,C+O,48.187517,2.55061
10734,770090061B-2,2,Rue de la Grande Maison,77890,Arville,C+O,48.187783,2.550904
10746,772710021U-1,1,Rue Grande,77570,Maisoncelles-en-Gâtinais,CAD,48.18704,2.623385
10750,77271B031L-43,43,Le Petit Maisoncelles,77570,Maisoncelles-en-Gâtinais,CAD,48.183715,2.631234
10753,77045B075S-2,2,La Route de Maisoncelles,77570,Bougligny,CAD,48.191142,2.6426580000000004
10756,770450210G-2,2,Rue Saint-Paul,77570,Bougligny,C+O,48.194099,2.656559
10759,770450145L-7,7,Rue des Frigalet,77570,Bougligny,C+O,48.184428999999994,2.67216
10760,770450145L-41,41,Rue des Frigalet,77570,Bougligny,C+O,48.183695,2.6772259999999997
10766,774580158E-19,19,Rue de Mormant Besigny,77460,Souppes-sur-Loing,CAD,48.183717,2.704284
10767,774580158E-12,12,Rue de Mormant Besigny,77460,Souppes-sur-Loing,CAD,48.183138,2.704943
10768,77458B084F-9002,9002,L'Endurci,77460,Souppes-sur-Loing,CAD,48.183764000000004,2.717908
10770,774580207H-9003,9003,Ham de la Sucrerie,77460,Souppes-sur-Loing,CAD,48.181011,2.721303
10771,774580230H-44,44,Rue du 21 Août,77460,Souppes-sur-Loing,C+O,48.18423,2.727429
10772,774580220X-10,10,Rue Victor Hugo,77460,Souppes-sur-Loing,C+O,48.183562,2.7317720000000003
10773,774580070J-3,3,Route d'Egreville,77460,Souppes-sur-Loing,C+O,48.183755,2.736484
10774,774580080V-22B,22BIS,Rue Étienne Thoizon,77460,Souppes-sur-Loing,C+O,48.183932,2.741013
10775,774580080V-50,50,Rue Étienne Thoizon,77460,Souppes-sur-Loing,C+O,48.184314,2.745679
10776,774580052P-12,12,Rue de Chaintreaux Fonteneille,77460,Souppes-sur-Loing,CAD,48.184872,2.749139
10777,774580154A-19,19,Rue de Mocquepanier,77460,Souppes-sur-Loing,C+O,48.186091,2.753694
10779,774580188M-33,33,Rue des Quatre Vents,77460,Souppes-sur-Loing,CAD,48.188528000000005,2.759774
10780,774580064C-2B,2B,Rue la Croisiere Pt Ceriseaux,77460,Souppes-sur-Loing,CAD,48.181237,2.770403
10781,774580068G-6,6,Rue de l'Ecole Pt Ceriseaux,77460,Souppes-sur-Loing,CAD,48.184148,2.773181
10782,774580183G-8,8,Petite Rue Pte Rue Grand Ceriseaux,77460,Souppes-sur-Loing,CAD,48.185461,2.777432
10787,770710542E-35,35,Rue des Galaches,77460,Chaintreaux,C+O,48.182226,2.7980400000000003
10792,770711160B-19,19,Hameau de Sonville,77460,Chaintreaux,C+O,48.182852000000004,2.822499
10793,770710165V-11,11,Rue de la Chapelle,77460,Chaintreaux,C+O,48.182044,2.830124
10800,771680227R-7,7,Rue Dufet Bourdelle,77620,Égreville,C+O,48.183574,2.8598779999999997
10801,771680160T-41,41,Ham du Coudray,77620,Égreville,CAD,48.183214,2.864456
10802,771680541G-2,2,Rue des Murs,77620,Égreville,CAD,48.182958,2.868666
10803,771680541G-3,3,Rue des Murs,77620,Égreville,CAD,48.183504,2.8732509999999998
10804,771680440X-44,44,Route de Lorrez,77620,Égreville,CAD,48.184419,2.8762119999999998
10807,771680818H-5,5,Route de Villebeon,77620,Égreville,CAD,48.182992,2.892188
10808,771680818H-15,15,Route de Villebeon,77620,Égreville,CAD,48.183985,2.895422
10809,771680083J-2,2,Route de la Borde,77620,Égreville,CAD,48.184081,2.9018770000000003
10810,771680083J-16,16,Route de la Borde,77620,Égreville,CAD,48.185026,2.904186
10812,771680760V-3,3,Ham de Tancheres,77620,Égreville,CAD,48.183,2.914691
10830,77489B083V-5064F,5064F,Bois Lunain,77710,Vaux-sur-Lunain,CAD,48.208529,2.9859459999999998
11183,772070015R-3,3,Rue Beauge,77890,Gironville,C+O,48.187075,2.527981
11184,772070015R-10,10,Rue Beauge,77890,Gironville,C+O,48.186754,2.529623
11185,770090030T-1,1,Rue de la Carougie,77890,Arville,C+O,48.192291,2.535612
11186,770090120R-5026,5026,Route de Nemours,77890,Arville,CAD,48.190484999999995,2.5434799999999997
11187,770090080X-12,12,Rue du Marteau,77890,Arville,C+O,48.186207,2.544839
11188,770090060A-2,2,Rue Grande,77890,Arville,C+O,48.188175,2.548931
11194,77011B052P-7,7,Jarville,77570,Aufferville,CAD,48.198478,2.5750029999999997
11195,770110052H-31,31,Rue du Dix Neuf Mars 1962,77570,Aufferville,C+O,48.188776000000004,2.590633
11198,770110052H-34,34,Rue du Dix Neuf Mars 1962,77570,Aufferville,C+O,48.188203,2.591847
11199,770110052H-2,2,Rue du Dix Neuf Mars 1962,77570,Aufferville,C+O,48.191424,2.592652
11201,77011B059X-13,13,Morville,77570,Aufferville,C+O,48.202576,2.6094619999999997
11205,772710021U-24,24,Rue Grande,77570,Maisoncelles-en-Gâtinais,CAD,48.188179,2.626586
11206,772710053D-35B,35BIS,Rue de la Tour,77570,Maisoncelles-en-Gâtinais,CAD,48.186842,2.627976
11207,77271B040W-41,41,La Maison Blanche,77570,Maisoncelles-en-Gâtinais,CAD,48.184805,2.6326959999999997
11211,770450210G-22,22,Rue Saint-Paul,77570,Bougligny,C+O,48.194047999999995,2.6550740000000004
11213,770450245V-10,10,Rue des Vignes,77570,Bougligny,C+O,48.184884000000004,2.6695580000000003
11214,770450245V-13,13,Rue des Vignes,77570,Bougligny,C+O,48.185789,2.670259
